age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,technician,married,tertiary,no,8029,yes,no,cellular,26,may,167,1,285,4,success,no
57,retired,married,secondary,no,415,no,no,cellular,6,oct,408,1,410,2,failure,no
37,management,married,tertiary,no,387,no,no,cellular,26,jul,128,2,419,1,failure,no
43,admin.,divorced,secondary,no,146,yes,no,cellular,7,may,274,3,358,2,failure,no
48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,yes
51,management,married,tertiary,no,346,no,no,cellular,11,aug,237,1,180,6,success,yes
35,technician,single,secondary,no,175,yes,no,cellular,29,jan,219,1,246,1,failure,no
43,admin.,single,secondary,no,733,yes,no,cellular,25,may,282,1,187,3,success,yes
37,services,married,secondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success,yes
30,technician,single,tertiary,no,2325,no,no,cellular,10,nov,134,1,92,8,success,no
34,self-employed,married,tertiary,no,980,no,no,cellular,31,aug,69,2,54,4,failure,no
48,management,single,tertiary,no,5689,no,no,cellular,26,may,527,2,103,1,success,no
36,technician,married,secondary,no,319,yes,no,cellular,29,jan,29,1,266,1,failure,no
32,management,single,tertiary,no,1017,no,no,cellular,15,jul,166,7,163,1,failure,no
49,management,divorced,secondary,no,1598,yes,no,cellular,12,may,76,2,348,1,failure,no
36,services,married,secondary,no,52,yes,no,cellular,5,mar,498,2,179,7,success,yes
45,unemployed,divorced,secondary,no,728,yes,yes,cellular,6,may,156,2,169,1,failure,no
39,services,married,secondary,no,173,yes,no,cellular,18,nov,96,2,182,2,failure,no
25,student,single,secondary,no,1919,yes,no,cellular,15,may,264,1,351,4,failure,no
32,blue-collar,married,secondary,no,419,yes,no,cellular,20,apr,122,3,325,2,failure,no
59,technician,married,secondary,no,7766,yes,no,cellular,25,feb,1422,1,461,1,failure,yes
30,management,single,tertiary,no,54,yes,yes,cellular,19,nov,192,1,177,3,failure,no
60,self-employed,married,tertiary,no,10861,no,no,cellular,9,nov,98,1,91,2,failure,yes
50,technician,single,secondary,no,-97,yes,no,cellular,8,apr,425,1,306,2,failure,no
53,management,married,tertiary,no,583,no,no,cellular,17,nov,226,1,184,4,success,yes
35,management,married,tertiary,no,1557,yes,yes,cellular,5,feb,225,1,268,1,failure,no
38,self-employed,married,tertiary,no,2084,yes,no,cellular,16,apr,71,2,330,2,failure,no
33,management,married,tertiary,no,1514,no,no,cellular,10,aug,447,1,728,2,failure,yes
62,retired,married,primary,no,1515,yes,no,cellular,15,apr,98,4,178,3,failure,no
60,blue-collar,married,primary,no,14,yes,yes,cellular,15,may,781,4,178,3,failure,no
53,management,married,tertiary,no,3366,no,no,telephone,20,nov,278,6,112,2,failure,no
28,student,single,tertiary,no,3733,yes,no,cellular,21,aug,419,5,91,7,success,no
32,admin.,married,secondary,no,3540,yes,no,cellular,18,may,213,1,178,1,failure,no
37,blue-collar,single,secondary,no,3111,yes,no,cellular,21,nov,9,3,185,2,failure,no
43,unemployed,married,secondary,no,0,yes,yes,cellular,23,sep,183,2,184,13,failure,yes
72,retired,single,tertiary,no,1285,no,no,telephone,1,jul,494,4,150,9,failure,no
49,services,married,secondary,no,202,yes,no,cellular,17,nov,651,2,104,1,failure,yes
47,blue-collar,married,secondary,no,-216,yes,no,cellular,6,may,197,1,282,3,failure,no
33,self-employed,married,tertiary,no,263,no,no,cellular,16,nov,79,4,94,3,failure,no
38,technician,single,secondary,no,1255,yes,no,cellular,6,may,120,1,170,4,failure,no
36,management,married,tertiary,no,5057,yes,no,cellular,17,nov,70,1,166,10,failure,no
33,technician,single,secondary,no,719,yes,no,cellular,9,apr,448,2,316,6,failure,yes
57,services,married,secondary,no,2658,yes,no,cellular,21,nov,107,1,190,1,failure,no
47,housemaid,married,tertiary,no,333,no,no,telephone,21,nov,8,5,137,1,failure,no
55,blue-collar,divorced,primary,no,8180,no,no,cellular,14,may,854,2,360,1,failure,yes
42,management,single,tertiary,no,336,yes,no,cellular,2,feb,142,6,195,3,failure,no
29,blue-collar,married,primary,no,79,yes,no,cellular,18,may,27,4,356,2,failure,no
60,technician,married,tertiary,no,6573,yes,no,cellular,11,aug,75,1,274,1,failure,no
38,technician,single,secondary,no,1255,yes,no,cellular,17,nov,151,2,171,2,failure,no
29,self-employed,single,tertiary,no,805,no,no,cellular,23,feb,132,1,103,7,failure,yes
36,technician,single,secondary,no,966,no,no,cellular,8,oct,135,2,91,13,failure,no
38,unemployed,married,primary,no,7005,yes,no,cellular,7,jul,370,1,412,1,failure,yes
39,blue-collar,married,secondary,no,20,yes,no,cellular,9,feb,686,5,279,1,failure,no
31,management,married,tertiary,no,527,yes,yes,cellular,15,may,98,2,359,1,failure,no
37,services,single,secondary,no,105,no,yes,cellular,21,nov,197,2,157,4,failure,no
47,self-employed,married,tertiary,no,917,no,no,cellular,6,feb,518,3,212,5,failure,no
31,management,single,tertiary,no,3142,yes,no,cellular,18,nov,235,1,123,1,failure,no
29,self-employed,married,tertiary,no,0,yes,no,cellular,7,may,253,2,302,1,failure,no
59,technician,married,secondary,no,1,no,no,cellular,14,oct,585,1,182,5,success,yes
58,retired,divorced,tertiary,no,5253,no,no,cellular,9,apr,162,4,295,3,failure,no
64,retired,married,primary,no,2140,no,no,cellular,16,mar,881,3,155,2,failure,yes
32,blue-collar,single,tertiary,no,60,yes,yes,cellular,11,aug,248,2,462,1,failure,no
42,management,married,secondary,no,6526,no,no,cellular,18,jun,133,2,399,3,failure,no
29,student,single,secondary,no,1925,no,no,cellular,21,oct,150,3,149,5,success,yes
45,management,married,tertiary,no,1033,yes,no,cellular,7,may,177,1,357,1,failure,no
34,entrepreneur,married,primary,no,165,yes,no,cellular,17,apr,182,2,329,1,failure,no
48,admin.,married,secondary,no,1060,yes,no,cellular,20,apr,87,2,318,3,failure,no
42,management,married,tertiary,no,6060,yes,no,cellular,30,apr,316,1,350,2,failure,yes
31,blue-collar,married,primary,no,1127,yes,no,telephone,13,may,43,1,349,1,failure,no
50,housemaid,divorced,secondary,no,0,no,no,telephone,13,aug,43,1,105,2,failure,no
34,management,married,secondary,no,-285,yes,no,cellular,15,may,192,1,276,3,failure,no
60,retired,married,secondary,no,2516,yes,yes,cellular,4,feb,279,3,266,1,failure,no
56,retired,married,primary,no,16432,no,no,cellular,19,feb,702,2,189,2,failure,no
31,management,single,tertiary,no,6495,no,no,cellular,4,may,383,2,35,3,failure,no
48,management,single,tertiary,no,648,yes,no,cellular,18,nov,290,1,110,2,failure,no
36,management,married,tertiary,no,481,yes,no,cellular,13,may,215,1,175,3,failure,no
57,management,married,tertiary,no,334,yes,no,cellular,15,may,169,2,365,2,failure,no
37,services,single,secondary,no,54,yes,no,cellular,18,nov,328,2,131,1,failure,no
51,management,single,tertiary,no,6030,yes,no,cellular,18,nov,157,2,110,3,failure,no
26,management,single,tertiary,no,1646,no,no,cellular,12,apr,524,4,206,5,success,yes
33,student,married,secondary,no,1536,no,no,cellular,9,feb,359,1,92,3,success,yes
43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,yes
75,retired,married,primary,no,1765,no,no,telephone,14,sep,808,1,187,4,failure,yes
36,services,divorced,secondary,no,532,yes,no,cellular,29,jan,391,1,241,1,failure,no
31,management,single,tertiary,no,3967,yes,no,cellular,21,nov,859,1,182,1,failure,no
23,blue-collar,single,primary,no,3198,yes,no,cellular,15,may,224,1,352,2,failure,no
35,services,married,secondary,no,2918,no,yes,cellular,16,jul,815,2,407,3,success,yes
38,blue-collar,married,secondary,no,105,yes,no,cellular,28,jan,158,1,265,2,failure,no
39,technician,married,secondary,no,625,yes,no,cellular,17,apr,185,1,317,2,failure,no
38,technician,single,secondary,no,61,yes,no,cellular,13,may,109,1,359,8,failure,no
55,blue-collar,married,primary,no,-636,yes,no,telephone,13,may,15,5,348,3,failure,no
39,services,single,secondary,no,91,no,no,cellular,3,sep,213,1,185,1,success,yes
59,housemaid,married,primary,no,182,no,no,cellular,12,aug,90,1,104,2,failure,no
49,unemployed,married,secondary,no,13818,no,no,cellular,21,nov,201,1,113,2,failure,no
45,admin.,single,secondary,no,946,yes,no,cellular,13,apr,754,3,143,6,failure,no
36,entrepreneur,married,tertiary,no,280,yes,no,cellular,7,may,252,1,351,1,failure,no
35,management,single,tertiary,no,478,yes,no,cellular,14,may,107,1,265,2,failure,no
22,student,single,secondary,no,216,no,no,cellular,8,feb,363,1,187,1,success,yes
55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193,1,386,3,success,yes
69,retired,married,tertiary,no,473,no,no,cellular,7,jul,112,1,78,1,failure,no
38,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,103,1,67,4,success,yes
41,entrepreneur,married,tertiary,no,121,yes,no,cellular,5,may,456,1,287,1,failure,no
36,services,divorced,secondary,no,543,yes,no,cellular,17,apr,101,1,269,2,failure,no
33,management,married,tertiary,no,62,yes,no,cellular,2,feb,102,1,264,1,failure,no
29,technician,married,tertiary,no,858,yes,no,cellular,12,jun,234,7,330,1,failure,no
57,management,married,primary,no,772,yes,no,telephone,8,sep,201,1,292,1,failure,no
38,services,married,secondary,no,775,no,no,cellular,12,feb,1835,3,182,2,success,yes
40,admin.,married,secondary,no,67,no,yes,cellular,19,nov,359,2,152,5,failure,no
28,technician,single,secondary,no,113,no,no,cellular,13,aug,204,3,105,1,failure,yes
32,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,185,1,99,5,success,yes
56,services,divorced,secondary,no,141,yes,no,cellular,11,may,63,2,370,2,failure,no
29,blue-collar,married,secondary,no,-95,yes,no,cellular,18,may,164,1,370,1,failure,no
46,blue-collar,married,secondary,no,-221,yes,yes,cellular,2,feb,219,2,244,1,failure,no
55,admin.,married,secondary,no,602,no,no,cellular,7,sep,350,1,98,5,success,yes
45,blue-collar,married,secondary,no,640,yes,no,cellular,5,may,214,1,1,1,success,no
61,management,married,secondary,no,544,no,no,cellular,29,dec,63,3,200,9,success,yes
22,student,single,tertiary,no,1258,no,no,cellular,10,dec,182,1,156,1,failure,no
55,management,married,secondary,no,2693,no,no,cellular,22,sep,182,1,184,7,success,yes
37,blue-collar,married,secondary,no,723,yes,no,cellular,18,nov,119,1,110,2,failure,no
42,entrepreneur,married,tertiary,no,373,no,no,cellular,17,nov,174,1,154,3,failure,no
30,technician,single,secondary,no,426,yes,no,telephone,17,nov,127,4,111,6,failure,no
30,admin.,single,secondary,no,265,yes,no,cellular,25,may,681,1,181,2,success,yes
58,admin.,divorced,secondary,no,3058,yes,no,telephone,11,may,114,1,368,1,failure,no
62,blue-collar,married,primary,no,115,no,no,telephone,29,oct,157,4,183,3,failure,no
36,unemployed,single,tertiary,no,953,yes,no,cellular,31,aug,102,2,101,3,failure,no
69,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,1,184,4,success,yes
53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,nov,796,5,154,1,failure,yes
32,management,single,secondary,no,453,yes,no,cellular,2,feb,544,1,269,2,failure,no
43,technician,divorced,secondary,no,-36,yes,no,cellular,17,nov,190,1,104,1,failure,no
40,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,218,2,242,9,failure,yes
33,entrepreneur,married,secondary,no,135,yes,no,cellular,17,apr,114,1,345,2,failure,no
28,student,single,secondary,no,5916,no,no,cellular,22,may,259,1,63,5,failure,no
38,admin.,divorced,secondary,no,1533,yes,no,cellular,12,may,366,1,172,4,success,no
41,management,married,tertiary,no,254,no,no,cellular,9,jun,183,2,294,2,failure,yes
35,management,married,tertiary,no,867,yes,no,cellular,20,nov,298,2,171,3,success,no
25,admin.,single,secondary,no,483,no,yes,cellular,30,apr,68,1,86,1,success,no
33,unemployed,single,secondary,no,2066,no,yes,cellular,9,sep,305,1,749,2,failure,yes
27,management,single,tertiary,no,6791,no,no,cellular,24,jun,136,5,94,30,failure,no
41,blue-collar,married,secondary,no,2067,yes,no,cellular,11,may,208,4,325,4,failure,no
41,services,married,secondary,no,446,yes,no,cellular,18,nov,296,1,186,1,success,no
39,management,married,tertiary,no,3,yes,no,cellular,7,may,1145,1,170,1,failure,no
44,blue-collar,married,secondary,no,1495,yes,no,cellular,1,oct,82,1,142,1,failure,no
40,blue-collar,married,secondary,no,-605,yes,yes,cellular,21,nov,79,1,171,1,failure,no
67,retired,married,primary,no,1430,no,no,cellular,11,jan,499,2,91,3,failure,yes
33,services,married,secondary,no,-124,no,no,cellular,17,apr,150,2,325,1,failure,no
57,admin.,single,secondary,no,738,no,no,cellular,4,may,490,3,168,1,failure,no
47,management,single,secondary,no,-246,yes,no,cellular,5,may,145,1,365,2,failure,no
28,housemaid,married,secondary,yes,65,yes,yes,cellular,13,may,165,1,300,1,failure,no
57,housemaid,married,tertiary,no,2326,no,no,cellular,28,oct,207,1,194,1,success,yes
28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,yes
27,blue-collar,single,tertiary,no,567,no,no,cellular,26,may,523,3,182,3,success,yes
40,services,married,secondary,no,1438,yes,no,cellular,6,may,207,1,351,2,failure,no
40,unemployed,single,tertiary,no,7968,no,no,cellular,2,mar,263,2,180,2,success,yes
31,technician,single,tertiary,no,424,no,no,cellular,29,jan,106,1,161,2,failure,no
30,technician,single,secondary,no,601,no,no,cellular,12,jun,80,3,105,1,failure,no
32,management,married,tertiary,no,913,yes,no,cellular,23,jun,883,1,674,4,failure,no
32,blue-collar,single,primary,no,528,yes,no,cellular,16,apr,219,1,273,1,failure,no
37,entrepreneur,married,tertiary,no,264,yes,yes,cellular,20,nov,276,1,157,1,failure,no
59,management,married,tertiary,no,1831,no,no,cellular,17,feb,122,1,92,1,failure,no
38,technician,married,secondary,no,976,yes,no,cellular,18,may,32,8,308,3,success,no
70,retired,divorced,primary,no,482,no,no,telephone,14,jul,413,1,181,3,success,yes
29,admin.,single,tertiary,no,261,no,no,cellular,4,jun,66,1,79,19,failure,no
77,retired,married,primary,no,2590,no,no,telephone,15,feb,112,5,94,15,success,no
59,technician,married,tertiary,no,883,no,no,cellular,18,sep,1551,1,31,3,failure,no
25,management,single,tertiary,no,2305,no,no,cellular,30,apr,193,1,86,1,failure,no
53,management,divorced,tertiary,no,6649,yes,no,cellular,31,aug,106,1,55,1,failure,no
36,management,married,tertiary,no,2161,no,no,cellular,8,sep,708,2,183,5,success,yes
42,technician,married,secondary,no,994,yes,no,cellular,18,jan,453,1,67,9,success,yes
73,retired,divorced,secondary,no,7111,yes,no,cellular,12,apr,284,1,182,1,success,no
31,management,married,secondary,no,678,yes,no,cellular,29,jan,249,1,259,4,failure,no
25,student,single,secondary,no,2354,no,no,cellular,30,apr,149,1,84,7,success,no
30,student,single,secondary,no,459,no,no,cellular,13,jul,98,2,210,22,success,no
28,technician,single,secondary,no,8,yes,no,cellular,29,jan,389,2,254,3,failure,no
53,management,married,tertiary,no,2124,yes,no,cellular,17,apr,121,2,344,2,failure,no
84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,1,94,3,success,yes
40,blue-collar,married,secondary,no,6767,yes,no,cellular,11,may,431,1,172,2,failure,no
43,blue-collar,married,secondary,no,413,yes,no,cellular,12,aug,235,2,182,4,success,yes
25,technician,single,tertiary,no,1954,yes,yes,cellular,13,may,66,1,351,1,failure,no
46,blue-collar,married,primary,no,4170,yes,yes,cellular,12,may,118,2,357,3,failure,no
43,admin.,single,secondary,no,277,yes,no,cellular,12,may,315,2,363,1,failure,no
50,management,single,tertiary,no,567,yes,no,cellular,29,jan,50,1,258,8,failure,no
57,admin.,divorced,primary,no,179,yes,no,cellular,15,may,67,1,368,2,failure,no
32,technician,married,secondary,no,3322,yes,no,cellular,5,feb,588,2,175,2,failure,no
49,blue-collar,married,secondary,no,1946,no,no,cellular,19,oct,192,1,95,1,success,yes
35,blue-collar,married,primary,no,2490,yes,no,cellular,18,may,170,1,180,3,failure,no
36,blue-collar,married,primary,no,453,yes,no,cellular,16,apr,176,1,330,2,failure,no
45,management,married,tertiary,no,126,yes,no,cellular,20,apr,92,1,342,1,failure,no
52,technician,married,secondary,no,371,yes,yes,cellular,21,oct,453,1,183,3,success,yes
50,blue-collar,married,primary,no,0,no,no,cellular,21,nov,281,2,191,2,failure,no
28,management,single,tertiary,no,385,no,yes,cellular,9,feb,79,4,193,7,failure,no
39,services,married,primary,no,0,no,no,cellular,6,may,49,2,282,3,failure,no
40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,yes
28,management,single,tertiary,no,882,no,yes,cellular,29,jan,94,1,205,2,failure,no
46,blue-collar,married,secondary,no,15,yes,yes,cellular,19,nov,46,2,91,3,failure,no
35,technician,married,secondary,no,712,yes,yes,cellular,13,may,255,2,264,5,failure,no
34,admin.,married,tertiary,no,35,yes,no,cellular,15,oct,76,1,69,2,failure,no
41,retired,single,secondary,no,1734,yes,no,cellular,12,may,151,2,343,4,failure,no
32,management,divorced,tertiary,no,530,yes,no,cellular,29,jan,131,1,127,3,failure,no
51,management,married,tertiary,no,346,no,no,cellular,12,nov,134,2,192,3,failure,yes
56,services,married,primary,no,444,yes,no,cellular,19,nov,88,1,166,1,failure,no
37,technician,married,tertiary,no,3043,yes,no,cellular,5,may,249,1,300,1,failure,no
50,management,divorced,tertiary,no,100,yes,yes,cellular,13,may,157,1,299,3,failure,no
48,services,single,secondary,no,133,yes,yes,cellular,29,jan,451,1,197,1,failure,no
41,blue-collar,married,secondary,no,72,yes,no,cellular,4,may,130,3,312,3,failure,no
46,admin.,divorced,secondary,no,984,yes,no,cellular,12,may,181,4,369,5,failure,no
46,housemaid,married,primary,no,3512,no,no,cellular,30,oct,175,1,197,1,failure,yes
48,technician,married,secondary,no,-938,yes,no,cellular,7,may,134,1,344,2,failure,no
36,blue-collar,married,secondary,no,98,yes,no,cellular,12,may,415,1,344,1,failure,no
29,admin.,married,secondary,no,503,no,yes,cellular,5,feb,433,1,199,2,failure,no
59,management,married,tertiary,no,138,yes,yes,cellular,13,may,106,1,280,4,failure,no
70,retired,married,primary,no,2346,no,no,cellular,24,aug,190,3,194,2,success,no
40,blue-collar,married,secondary,no,750,yes,yes,cellular,16,apr,340,1,281,1,failure,no
29,management,single,tertiary,no,437,no,no,cellular,5,aug,504,1,92,1,success,yes
41,management,married,secondary,no,280,yes,no,cellular,2,jun,88,1,95,2,success,no
36,admin.,married,secondary,no,953,yes,no,cellular,17,aug,80,1,81,2,failure,no
38,technician,divorced,secondary,no,902,yes,no,cellular,14,aug,108,1,102,4,success,no
36,blue-collar,single,primary,no,367,no,no,cellular,2,feb,217,1,221,1,failure,no
29,blue-collar,married,secondary,no,1238,yes,no,cellular,20,apr,478,1,341,1,failure,no
34,management,married,tertiary,no,1657,yes,no,cellular,18,may,566,2,356,4,failure,no
59,unemployed,married,secondary,no,0,no,no,cellular,13,oct,78,1,216,1,failure,no
30,admin.,divorced,secondary,no,83,yes,yes,cellular,18,nov,118,2,196,1,failure,no
36,technician,divorced,secondary,no,556,yes,no,cellular,18,nov,154,3,189,1,failure,no
54,technician,married,secondary,no,0,no,no,telephone,14,aug,159,2,106,6,success,no
59,blue-collar,married,secondary,no,10054,no,no,cellular,21,nov,175,3,100,6,failure,no
28,blue-collar,single,secondary,yes,-2,yes,yes,cellular,13,may,172,2,364,5,failure,no
50,services,married,secondary,no,3169,no,no,cellular,13,aug,399,1,430,1,failure,yes
47,blue-collar,married,primary,no,1452,yes,yes,cellular,28,jan,181,1,177,2,failure,no
31,admin.,single,tertiary,no,383,no,yes,cellular,6,feb,119,1,214,1,failure,no
46,technician,divorced,secondary,no,-154,yes,no,cellular,7,may,215,2,294,1,failure,no
60,unemployed,married,secondary,no,957,no,no,cellular,8,sep,246,1,184,3,success,yes
42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,yes
35,unemployed,single,secondary,no,9,yes,no,cellular,13,may,84,2,364,2,failure,no
46,management,divorced,tertiary,no,-154,yes,yes,cellular,29,jan,150,2,247,2,failure,no
33,technician,married,tertiary,no,8023,no,no,cellular,25,feb,196,1,87,4,failure,no
54,admin.,single,secondary,no,1958,no,no,telephone,29,jan,179,1,206,6,failure,no
37,admin.,single,primary,no,91,yes,no,cellular,4,feb,283,2,273,2,failure,no
41,technician,single,tertiary,no,431,no,no,cellular,23,jul,196,1,88,5,failure,yes
35,admin.,single,secondary,no,-32,no,yes,cellular,6,aug,366,2,178,9,success,yes
48,blue-collar,divorced,secondary,no,65,yes,no,cellular,14,may,146,1,370,1,failure,no
72,retired,married,primary,no,2600,no,no,cellular,3,feb,443,2,82,3,success,yes
57,retired,married,secondary,no,3738,yes,no,cellular,19,apr,220,1,367,7,success,no
34,services,married,secondary,no,334,yes,no,cellular,17,apr,139,2,318,1,failure,no
56,blue-collar,married,primary,no,373,yes,no,cellular,12,may,179,1,350,1,failure,no
43,management,married,tertiary,no,28,yes,no,cellular,15,may,136,1,176,1,failure,no
56,technician,married,secondary,no,1938,no,yes,cellular,26,feb,229,1,192,4,success,yes
35,technician,single,tertiary,no,992,yes,no,telephone,12,feb,1416,1,170,4,failure,no
35,management,single,tertiary,no,1750,yes,no,cellular,22,oct,422,1,175,4,success,no
52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,134,5,204,2,success,yes
33,management,married,tertiary,no,5878,no,no,cellular,23,oct,438,1,430,2,failure,yes
56,management,divorced,tertiary,no,722,no,no,cellular,19,feb,134,3,94,2,failure,no
48,admin.,married,secondary,no,257,yes,no,telephone,8,may,186,4,358,11,failure,no
26,services,single,secondary,no,5533,yes,no,cellular,7,may,582,2,283,4,failure,no
58,management,married,tertiary,no,246,yes,no,cellular,7,may,245,2,288,2,failure,no
34,technician,married,secondary,no,210,yes,yes,cellular,12,may,211,2,173,1,failure,no
44,technician,married,secondary,no,533,yes,no,cellular,8,may,153,4,171,3,failure,no
27,blue-collar,single,secondary,no,-116,yes,yes,cellular,17,apr,432,2,343,1,failure,no
52,technician,married,tertiary,no,2506,no,no,cellular,16,jul,377,1,228,3,failure,no
34,admin.,single,secondary,no,391,yes,no,cellular,29,jan,77,1,265,2,failure,no
37,management,married,tertiary,no,0,no,no,cellular,16,jul,268,2,182,3,success,yes
32,blue-collar,married,primary,no,2,yes,yes,cellular,20,apr,180,3,284,1,failure,no
34,technician,single,secondary,no,486,yes,no,cellular,16,apr,204,1,328,2,failure,no
24,student,single,secondary,no,382,no,no,cellular,13,aug,103,1,105,2,success,no
38,management,married,tertiary,no,0,yes,no,cellular,13,may,537,5,303,2,failure,no
38,technician,single,tertiary,no,178,yes,no,cellular,7,may,184,1,351,1,failure,no
36,technician,single,tertiary,no,670,yes,no,cellular,17,apr,122,1,343,1,failure,no
45,admin.,married,secondary,no,1206,no,no,telephone,8,feb,309,1,446,3,failure,yes
30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,250,1,92,2,failure,yes
38,technician,single,secondary,no,8381,no,no,cellular,15,apr,82,1,145,1,failure,no
59,management,married,primary,no,1727,no,no,telephone,25,may,500,4,358,2,failure,yes
35,entrepreneur,single,tertiary,no,1295,yes,no,cellular,17,apr,952,2,73,1,failure,no
42,entrepreneur,married,primary,no,759,yes,no,telephone,13,may,80,1,343,10,failure,no
32,blue-collar,single,secondary,no,1415,yes,no,cellular,17,apr,645,1,345,1,failure,no
36,blue-collar,married,secondary,no,1949,yes,no,cellular,17,apr,48,2,319,3,failure,no
32,services,married,secondary,no,3839,yes,no,cellular,18,nov,100,2,189,1,failure,no
57,management,married,tertiary,no,256,no,no,cellular,5,jun,304,2,91,1,success,yes
53,blue-collar,married,secondary,no,1103,yes,yes,cellular,4,feb,101,2,250,4,failure,no
26,management,single,tertiary,no,222,no,no,cellular,26,oct,318,1,120,3,success,yes
34,entrepreneur,married,tertiary,no,1076,yes,no,cellular,4,may,1121,3,88,10,success,no
23,student,single,secondary,no,1234,no,no,cellular,15,feb,379,1,91,1,success,yes
47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323,2,364,1,failure,no
25,services,married,secondary,no,10,yes,no,cellular,7,may,51,1,294,1,failure,no
35,services,married,primary,no,31,no,yes,cellular,19,nov,131,3,133,3,failure,no
72,admin.,married,primary,no,2321,no,no,cellular,14,sep,221,2,64,12,failure,yes
37,management,married,tertiary,no,591,yes,no,cellular,7,may,181,2,255,5,failure,no
76,retired,married,tertiary,no,2991,no,no,cellular,25,jan,195,1,95,2,success,no
38,services,married,secondary,no,1616,yes,no,telephone,12,may,168,5,288,3,failure,no
82,retired,divorced,primary,no,0,no,no,cellular,6,aug,381,3,295,1,failure,no
37,management,married,secondary,no,565,no,no,cellular,5,may,329,1,6,2,success,no
40,unemployed,married,secondary,no,0,yes,no,cellular,19,nov,332,1,183,1,failure,no
37,admin.,married,tertiary,no,3913,yes,no,cellular,16,jul,57,2,80,1,success,no
44,blue-collar,married,primary,no,186,yes,no,cellular,13,may,152,1,370,1,failure,no
34,admin.,single,secondary,no,0,yes,no,cellular,17,nov,214,1,174,2,failure,no
36,blue-collar,married,secondary,no,402,no,yes,cellular,18,nov,86,2,154,1,failure,no
27,admin.,married,secondary,no,3160,yes,no,cellular,5,may,209,5,343,1,failure,no
33,blue-collar,married,secondary,no,358,no,no,cellular,11,may,231,1,350,1,failure,no
35,management,single,secondary,no,5260,yes,no,cellular,18,nov,59,1,182,2,failure,no
39,management,married,tertiary,no,622,no,no,cellular,22,may,181,2,184,1,failure,no
44,technician,married,secondary,no,7876,yes,no,cellular,20,nov,212,1,101,2,failure,no
62,retired,married,secondary,no,569,no,no,cellular,4,aug,288,1,1,8,success,yes
30,admin.,single,secondary,no,390,yes,no,cellular,17,apr,175,1,347,1,failure,no
47,technician,married,secondary,no,487,no,no,cellular,28,jan,218,2,177,1,failure,no
58,blue-collar,married,secondary,no,1859,yes,no,cellular,18,may,277,2,264,5,failure,no
61,retired,married,secondary,no,2011,no,no,cellular,22,jun,292,1,578,2,failure,no
39,technician,divorced,secondary,no,385,no,no,cellular,26,aug,143,1,93,1,failure,no
37,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,54,1,300,1,failure,no
25,management,single,tertiary,no,808,no,no,cellular,18,sep,267,2,114,2,failure,yes
58,technician,married,secondary,no,1,no,no,cellular,2,apr,333,1,64,2,failure,no
33,services,single,secondary,no,1659,yes,no,cellular,18,may,133,2,353,6,failure,no
28,blue-collar,single,secondary,no,-267,yes,no,cellular,15,may,145,2,329,4,failure,no
37,management,single,tertiary,no,72,yes,yes,cellular,20,apr,885,5,150,7,failure,yes
38,blue-collar,single,secondary,no,0,no,no,cellular,27,oct,297,1,75,3,failure,yes
24,student,single,primary,no,474,no,no,cellular,12,aug,249,1,104,1,success,no
45,services,married,secondary,no,-75,yes,no,cellular,2,feb,134,1,252,1,failure,no
65,retired,married,secondary,no,1220,no,no,cellular,7,sep,127,1,186,2,failure,no
42,admin.,single,secondary,no,-247,yes,yes,cellular,18,nov,104,2,28,2,success,no
31,unemployed,divorced,secondary,no,1144,yes,no,cellular,8,may,65,2,367,1,failure,no
40,management,married,tertiary,no,384,no,no,cellular,20,apr,200,3,327,2,failure,no
29,admin.,single,secondary,no,710,yes,yes,cellular,15,may,51,1,345,2,failure,no
53,technician,married,secondary,no,137,no,yes,cellular,18,nov,52,1,176,1,failure,no
40,admin.,married,secondary,no,0,no,no,cellular,26,oct,87,2,200,2,failure,no
72,retired,married,primary,no,4657,no,no,telephone,23,mar,255,1,91,8,success,yes
34,management,single,tertiary,no,872,yes,no,cellular,17,apr,81,1,345,2,failure,no
52,management,married,tertiary,no,994,no,no,cellular,8,sep,127,1,370,4,failure,no
62,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,404,1,57,8,success,yes
59,unemployed,divorced,secondary,no,2026,no,no,cellular,14,aug,185,3,73,1,failure,no
